Arg.,N.1,Unnamed: 4,TITOLO,BIBLIO,N.INV.,COLORE
N,2938,POE EDGAR ALLAN,Racconti Del Grottesco,B1_Centrale,101309,V
N,2940,MORAVIA ALBERTO,Racconti Romani,B1_Centrale,101311,V
N,2941,MANCINELLI LAURA,Il Principe Scalzo,B1_Centrale,101314,V
N,2942,SHALEY MEIR,Per Amore Di Una Donna,B1_Centrale,101315,V
N,2943,SCIASCIA LEONARDO,A Ciascuno Il Suo,B1_Centrale,101316,V
N,2946,REMARQUE ERICH MARIA,Niente Di Nuovo Sul Fronte Occidentale,B1_Centrale,101322,V
N,2947,STEINBECK JOHN,Furore,B1_Centrale,101323,V
N,2948,CASSOLA CARLO,La Ragazza Di Bube,B1_Centrale,101324,V
N,2949,FORSYTH FREDERICK,Dossier Odessa,B1_Centrale,101329,V
N,2950,LEDDA GAVINO,Padre Padrone,B1_Centrale,101331,V
N,2952,HALEY ALEX,Radici,B1_Centrale,101351,V
N,2953,STEINBECK JOHN,La Valle Dell'Eden,B1_Centrale,101350,V
N,2954,VITTORINI ELIO,Il Garofano Rosso,B1_Centrale,101349,V
N,2955,DOSTOEVSKIJ FEDOR,Il Giocatore,B1_Centrale,101348,V
N,2956,SCIASCIA LEONARDO,Una Storia Semplice,B1_Centrale,101345,V
N,2958,ROMANO LALLA,La Penombra Che Abbiamo Attraversato,B1_Centrale,101338,V
N,2959,LEVI PRIMO,La Tregua,B1_Centrale,101337,V
N,2961,GIVONE SERGIO,Favola Delle Cose Ultime,B1_Centrale,101334,V
N,2962,PRATOLINI VASCO,Metello,B1_Centrale,101377,V
N,2963,VITTORINI ELIO,Conversazione In Sicilia,B1_Centrale,101375,V
N,2964,MAROTTA GIUSEPPE,L'Oro Di Napoli,B1_Centrale,101374,V
N,2965,JOYCE JAMES,Ulisse,B1_Centrale,101372,V
N,2967,COELHO PAULO,Monte Cinque,B1_Centrale,101369,V
N,2968,CASSOLA CARLO,Paura E Tristezza,B1_Centrale,101367,V
N,2969,PRATOLINI VASCO,Cronaca Famigliare,B1_Centrale,101366,V
N,2970,ECO UMBERTO,Il Nome Della Rosa,B1_Centrale,101358,V
N,2972,MANN THOMAS,I Buddenbrook,B1_Centrale,101356,V
N,2973,PENNAC DANIEL,La Passione Secondo Therese,B1_Centrale,101397,V
N,2975,CAMILLERI ANDREA,La Mossa Del Cavallo,B1_Centrale,101400,V
N,2976,STRADA GINO,Pappagalli Verdi,B1_Centrale,101396,V
N,2977,GROSSAMAN DAVID,Che Tu Sia Per Me Il Coltello,B1_Centrale,101401,V
N,2978,COUTO MIA,Terra Sonnambula,B1_Centrale,101402,V
N,2979,MAHFUZ NAGIR,Miramar,B1_Centrale,101403,V
N,2980,MANN THOMAS,Tonio Kroger La Morte A Venezia Cane E Padrone,B1_Centrale,101406,V
N,2982,ZOLA EMILE,Germinale,B1_Centrale,101380,V
N,2983,AMADO JORGE,Cacao,B1_Centrale,101382,V
N,2984,PAVESE CESARE,Prima Che Il Gallo Canti,B1_Centrale,101381,V
N,2985,VERGA GIOVANNI,Tutte Le Novelle,B1_Centrale,101386,V
N,2986,VERGA GIOVANNI,Tutte Le Novelle,B1_Centrale,101385,V
N,2987,PASOLINI PIER PAOLO,Una Vita Violenta,B1_Centrale,101389,V
N,2988,SCHLINK - POPP,I Conti Del Passato,B1_Centrale,101393,V
N,2989,POTOK CHAIM,Novembre Alle Porte,B1_Centrale,101394,V
N,2992,SMITH WILBUR,Monsone,B1_Centrale,101418,V
N,2993,FLAUBERT GUSTAVE,L'Educazione Sentimentale,B1_Centrale,101425,V
N,2996,BARICCO ALESSANDRO,City,B1_Centrale,101419,V
N,2998,PARK JACQUELINE,Il Libro Segreto Di Grazia De Rossi,B1_Centrale,101426,V
N,2999,PUSKIN ALEKSANDER,Romanzi E Racconti,B1_Centrale,101427,V
N,3000,ALLENDE ISABEL,La Figlia Della Fortuna,B1_Centrale,101415,V
N,3001,SVEVO ITALO,Una Vita   ,B1_Centrale,101445,V
N,3002,SVEVO ITALO,La Coscienza Di Zeno,B1_Centrale,101460,V
N,3003,EVANS NICHOLAS,L'Uomo Che Sussurrava Ai Cavalli,B1_Centrale,101444,V
N,3004,TURGENEV IVAN S.,Padri E Figli,B1_Centrale,101436,V
N,3005,FLAUBERT GUSTAVE,Madame Bovary,B1_Centrale,101437,V
N,3006,LECCA NICOLA,Concerti Senza Orchestra,B1_Centrale,101441,V
N,3007,KING STEPHEN,La Bambina Che Amava Tom Gordon,B1_Centrale,101462,V
N,3009,SEPULVEDA LUIS,Jacare',B1_Centrale,101476,V
N,3011,HEMINGWAY ERNEST,Per Chi Suona La Campana,B1_Centrale,101475,V
N,3012,HEMINGWAY ERNEST,Addio Alle Armi,B1_Centrale,101479,V
N,3013,SILONE IGNAZIO,Fontamara,B1_Centrale,101457,V
N,3014,PAVESE CESARE,Dialoghi Con Leuco',B1_Centrale,101466,V
N,3015,PAVESE CESARE,La Luna E I Falo',B1_Centrale,101468,V
N,3016,FENOGLIO BEPPE,I Ventitre Giorni Della Citta' Di Alba,B1_Centrale,101459,V
N,3017,RIGONI STERN MARIO,Il Sergente Nella Neve - Ritorno Sul Don,B1_Centrale,101464,V
N,3019,VIGANO' RENATA,L'Agnese Va A Morire,B1_Centrale,101463,V
N,3020,FENOGLIO BEPPE,La Malora,B1_Centrale,101446,V
N,3021,PAVESE CESARE,Racconti,B1_Centrale,101467,V
N,3022,FENOGLIO BEPPE,Il Partigiano Johnny,B1_Centrale,101465,V
N,3023,SVEVO ITALO,I Racconti,B1_Centrale,101430,V
N,3024,BASSANI GIORGIO,Il Giardino Dei Finzi-Contini,B1_Centrale,101469,V
N,3026,LEVI PRIMO,I Sommersi E I Salvati,B1_Centrale,101447,V
N,3027,LEVI PRIMO,Il Sistema Periodico,B1_Centrale,101458,V
N,3028,BUZZATI DINO,Un Amore,B1_Centrale,101498,V
N,3029,MORAVIA ALBERTO,Gli Indifferenti,B1_Centrale,101492,V
N,3030,MORAVIA ALBERTO,Nuovi Racconti Romani,B1_Centrale,101493,V
N,3031,PAVESE CESARE,Il Mestiere Di Vivere,B1_Centrale,101490,V
N,3032,FENOGLIO BEPPE,Un Giorno Di Fuoco,B1_Centrale,101491,V
N,3033,LEVI PRIMO,Se Questo E' Un Uomo,B1_Centrale,101488,V
N,3037,ROMANO LALLA,Dall'Ombra,B1_Centrale,101510,V
N,3038,SETH VIKRAM,Una Musica Costante,B1_Centrale,101509,V
N,3039,CLAUS HUGO,La Sofferenza Del Belgio,B1_Centrale,101505,V
N,3040,SVEVO ITALO,Senilita',B1_Centrale,101516,V
N,3041,WOOLF VIRGINIA,La Signora Dalloway,B1_Centrale,101514,V
N,3044,BUCK PEARL S.,La Buona Terra,B1_Centrale,101513,V
N,3046,GINZBURG NATALIA,Caro Michele,B1_Centrale,101507,V
N,3047,RAMONDINO FABRIZIA,L'Isola Riflessa,B1_Centrale,101508,V
N,3048,AA.VV.,Le Mille E Una Notte,B1_Centrale,101502,V
N,3050,MARAI SANDOR,Le Braci,B1_Centrale,101536,V
N,3051,PEARS IAIN,Il Caso Raffaello,B1_Centrale,101535,V
N,3052,FITZGERALD FRANCIS SCOTT,Il Grande Gatsby,B1_Centrale,101585,V
N,3055,SMITH WILBUR,La Montagna Dei Diamanti,B1_Centrale,101642,V
N,3056,MASTROCOLA PAOLA,La Gallina Volante,B1_Centrale,101643,V
N,3057,CUSSLER CLIVE,Onda D'Urto,B1_Centrale,101654,V
N,3061,SGORLON CARLO,Il Processo Di Tolosa,B1_Centrale,101649,V
N,3070,VANDENBERG PHILIPP,Il Mistero Della Tomba Proibita,B1_Centrale,101659,V
N,3071,ADAMS STEPHEN,Codice Qumran,B1_Centrale,101661,V
N,3073,DOSTOEVSKIJ FEDOR,L'Idiota,B1_Centrale,101683,V
N,3074,DEFOE DANIEL,Le Avventure Di Robinson Crusoe,B1_Centrale,101685,V
N,3075,LESSING DORIS,Il Sogno Piu' Dolce,B1_Centrale,101676,V
N,3076,DUMAS ALEXANDRE,Il Conte Di Montecristo,B1_Centrale,101698,V
N,3077,SIMENON GEORGES,Maigret Va Dal Coroner,B1_Centrale,101682,V
N,3078,MORAZZONI MARTA,Una Lezione Di Stile,B1_Centrale,101686,V
N,3079,MANCINELLI LAURA,Andante Con Tenerezza,B1_Centrale,101733,V
N,3080,KAFKA FRANZ,La Metamorfosi E Altri Racconti,B1_Centrale,101680,V
N,3082,CAMILLERI ANDREA,La Scomparsa Di Pato',B1_Centrale,101727,V
N,3084,ORENGO NICO,La Curva Del Latte,B1_Centrale,101734,V
N,3088,YOSHIMOTO BANANA,Amrita,B1_Centrale,101710,V
N,3089,HAMSUN KNUT,Pan,B1_Centrale,101688,V
N,3090,SASSO CHIARA,Dalla Vigna Al Cuore Del Mondo,B1_Centrale,101635,V
N,3096,GORDON NOAH,Il Medico Di Saragozza,B1_Centrale,101787,V
N,3102,LAPIERRE DOMINIQUE,Un Dollaro Mille Chilometri,B1_Centrale,101808,V
N,3103,LUCARELLI CARLO,Misteri D'Italia,B1_Centrale,101828,V
N,3104,ROTH PHILIP,L'Animale Morente,B1_Centrale,101807,V
N,3105,CORTI EUGENIO,Il Cavallo Rosso,B1_Centrale,101810,V
N,3110,SKARMETA ANTONIO,La Bambina E Il Trombone,B1_Centrale,101833,V
N,3111,HARRIS JOANNE,La Spiaggia Rubata,B1_Centrale,101860,V
N,3112,MAURENSIG PAOLO,Canone Inverso,B1_Centrale,101858,V
N,3113,MAGGIANI MAURIZIO,E' Stata Una Vergine,B1_Centrale,101857,V
N,3114,SEPULVEDA LUIS,Il Vecchio Che Leggeva Romanzi D'Amore,B1_Centrale,101859,V
N,3115,BOSONETTO MARCO,Nonno Rosenstein Nega Tutto,B1_Centrale,101861,V
N,3116,KERTESZ IMRE,Essere Senza Destino,B1_Centrale,101847,V
N,3117,MAZZANTINI MARGARET,Non Ti Muovere,B1_Centrale,101855,V
N,3118,BIAMONTI FRANCESCO,Le Parole La Notte,B1_Centrale,101851,V
N,3119,ZUCCONI VITTORIO,Storie Da Non Credere,B1_Centrale,101846,V
N,3121,FRASSI MASSIMILIANO,I Bambini Delle Fogne Di Bucarest,B1_Centrale,101849,V
N,3122,BETTINELLI GIORGIO,Brum Brum 254.000 Chilometri In Vespa,B1_Centrale,101856,V
N,3123,AMMANITI NICOLO',Ti Prendo E Tiporto Via,B1_Centrale,101864,V
N,3127,SILONE IGNAZIO,L'Avventura D'Un Povero Cristiano,B1_Centrale,101873,V
N,3128,KING STEPHEN,Il Miglio Verde,B1_Centrale,101876,V
N,3129,RICHLER MORDECAI,Quest'Anno A Gerusalemme,B1_Centrale,101868,V
N,3130,DOYLE RODDY,Una Stella Di Nome Henry,B1_Centrale,101866,V
N,3131,PETTERS ELLIS,Un Cadavere Di Troppo,B1_Centrale,101874,V
N,3132,STRADA GINO,Buskashi' Viaggio Dentro La Guerra,B1_Centrale,101862,V
N,3133,GUENON RENE',Il Re Del Mondo,B1_Centrale,101885,V
N,3159,SCIASCA LEONARDO,Candido Un Sogno Fatto In Sicilia,B1_Centrale,102055,V
N,3160,PRATOLINI VASCO,Cronache Di Poveri Amanti,B1_Centrale,102052,V
N,3161,KING STEPHEN,L'Ultimo Cavaliere,B1_Centrale,102035,V
N,3163,BASHEVIS SINGER ISAAC,La Famiglia Moskat,B1_Centrale,102015,V
N,3164,TERZANI TIZIANO,Un Altro Giro Di Giostra,B1_Centrale,102046,V
N,3165,SMITH WILBUR,La Spiaggia Infuocata,B1_Centrale,102036,V
N,3166,SMITH WILBUR,Il Trionfo Del Sole,B1_Centrale,102026,V
N,3167,KELLERMAN JONATHAN,Senza Colpa,B1_Centrale,102017,V
N,3168,KING STEPHEN,Terre Desolate,B1_Centrale,102023,V
N,3169,KING STEPHEN,Gli Occhi Del Drago,B1_Centrale,102038,V
N,3170,EVANS NICHOLAS,Insieme Con I Lupi,B1_Centrale,102028,V
N,3171,KING STEPHEN,Stagioni Diverse,B1_Centrale,102024,V
N,3174,REVELLI NUTO,Il Mondo Dei Vinti,B1_Centrale,102054,V
N,3175,POLO MARCO,Il Milione,B1_Centrale,102042,V
N,3176,HESSE HERMANN,Siddharta,B1_Centrale,102029,V
N,3177,BACH RICHARD,Il Gabbiano Jonathan Livingston,B1_Centrale,102051,V
N,3178,CALVINO ITALO,Ultimo Viene Il Corvo,B1_Centrale,102040,V
N,3179,FENOGLIO BEPPE,La Paga Del Sabato,B1_Centrale,102053,V
N,3180,SMITH WILBUR,Cacciatori Di Diamanti,B1_Centrale,102016,V
N,3181,HARRIS ROBERT,Pompei 79 D.C. Venti Ore Alla Catastrofe,B1_Centrale,102014,V
N,3182,PAVESE CESARE,Paesi Tuoi,B1_Centrale,102059,V
N,3184,CHRISTIE AGATHA,La Casa Dei Sogni,B1_Centrale,102034,V
N,3185,SCIASCA LEONARDO,Gli Zii Di Sicilia,B1_Centrale,102022,V
N,3186,PAVESE CESARE,La Luna E I Falo',B1_Centrale,102035,V
N,3187,PAVESE CESARE,La Luna E I Falo',B1_Centrale,102043,V
N,3188,FENOGLIO BEPPE,La Malora,B1_Centrale,102061,V
N,3189,FENOGLIO BEPPE,La Malora,B1_Centrale,102062,V
N,3190,BARICCO ALESSANDRO,Novecento,B1_Centrale,102031,V
N,3193,DE AMICIS EDMONDO,Cuore,B1_Centrale,102044,V
N,3194,VANDENBERG PHILIPP,Il Mistero Della Tomba Proibita,B1_Centrale,102019,V
N,3195,FOLLETT KEN,Codice A Zero,B1_Centrale,102045,V
N,3196,ROBB CANDACE,Il Cavalliere Assassinato,B1_Centrale,102129,V
N,3197,SEPULVEDA LUIS,I Peggiori Racconti Dei Fratelli Grim,B1_Centrale,102132,V
N,3198,FALETTI GIORGIO,Niente Di Vero Tranne Gli Occhi,B1_Centrale,102100,V
N,3199,SHELDON SIDNEY,Una Stella Continua A Brillare,B1_Centrale,102137,V
N,3285,ABBATE-GOMEZ,I complici,B1_Centrale,NN,V
N,3288,McEWAN IAN,Chesil beach,B1_Centrale,NN,V
N,3289,McEWAN IAN,Espiazione,B1_Centrale,NN,V
N,3292,McEWAN IAN,L'inventore di sogni,B1_Centrale,NN,V
N,3293,McEWAN IAN,Amsterdam,B1_Centrale,NN,V
N,3294,McEWAN IAN,Lettera a Berlino,B1_Centrale,NN,V
N,3295,McEWAN IAN,Sabato,B1_Centrale,NN,V
N,3296,BALDACCI DAVID,Puro genio,B1_Centrale,NN,V
N,3298,KLAVAN ANDREW,Inseguendo Amanda,B1_Centrale,NN,V
N,3300,ARLACCHI PINO,Gli uomini del disonore,B1_Centrale,NN,V
N,3301,FALCONE GIOVANNI,Cose di cosa nostra,B1_Centrale,NN,V
N,3302,TARDITI MARIA,L'ultimo della fila,B1_Centrale,NN,V
N,3303,BORGNA DAVIDE,Le braccia lungo il corpo,B1_Centrale,NN,V
N,3304,BURZIO ALBERTO,"Pane, terra e montagne",B1_Centrale,NN,V
N,3305,BURZIO ALBERTO,Il frate esorcista e altre storie di vita,B1_Centrale,NN,V
N,3306,GIORDANA ROSANGELA,Bastian contrari,B1_Centrale,NN,V
N,3307,GILIOLI RENATO E ALESSANDRO,"Cattivi capi, cattivi colleghi",B1_Centrale,NN,V
N,3308,"RAYMOND A., MOODY JR.",L'ultimo sorriso,B1_Centrale,NN,V
N,3309,SACKS OLIVER,L'uomo che scambio sua moglie per un cappello,B1_Centrale,NN,V
N,3310,WILSON SION SCOTT,Lezioni di Volo per Sonnambuli,B1_Centrale,NN,V
N,3311,SWARUP WIKAS,Le Dodici Domande,B1_Centrale,NN,V
N,3312,RUSSELL GORDON,La notte del Gladiatore,B1_Centrale,NN,V
N,3313,GHAFOUR HAMIDA,Il paese di Polvere e di vento,B1_Centrale,NN,V
N,3314,SCIASCIA LEONARDO,Il giorno della Civetta,B1_Centrale,NN,V
N,3316,BAUCHAU HERRY,Il compagno di Scalata,B1_Centrale,NN,V
N,3317,SANSON IAN,Che cosa è successo a Mr.Dixon,B1_Centrale,NN,V
N,3318,LARSSON STIEG,Uomini che odiano le Donne,B1_Centrale,NN,V
N,3319,LARSSON STIEG,La regina dei Castelli di carta,B1_Centrale,NN,V
N,3320,LARSSON STIEG,La Ragazza che giocava con il Fuoco,B1_Centrale,NN,V
N,3321,BARBERY MURIEL,L'eleganza del Riccio,B1_Centrale,NN,V
N,3322,HANIP MOHAMMED,Il caso dei manghi esplosivi,B1_Centrale,NN,V
N,3323,ROGER MARIE SABINE,Una Testa Selvatica,B1_Centrale,NN,V
N,3324,BOYNE JOHN,Il Bambino con il Piagaima a Righe,B1_Centrale,NN,V
N,3325,JAL EMMANUEL,Figlio della Guerra,B1_Centrale,NN,V
N,3326,FALETTI GIORGIO,Io sono Dio,B1_Centrale,NN,V
N,3327,ODIFREDDI P.- VALZANIA S.,La Via Lattea,B1_Centrale,NN,V
N,3328,AUGIAS - MANCUSO,Disputa su Dio e Dintorni,B1_Centrale,NN,V
N,3329,INDRIDASON ARNALDUR,Un Corpo nel Lago,B1_Centrale,NN,V
N,3330,ZAFON C. RUIZ,L'ombra del Vento,B1_Centrale,NN,V
N,3331,GHOSH AMITAV,Mare di papaveri,B1_Centrale,NN,V
N,3332,HORNEY NICK,Shekespear sciveva per soldi,B1_Centrale,NN,V
N,3333,GROSSAMAN DAVID,A un Cerbiatto somiglia il mio amore,B1_Centrale,NN,V
N,3334,GUEDJ DENIS,La Matematica spiegata alle mie Figlie,B1_Centrale,NN,V
N,3335,MOORE - GALLOWAY,Eravamo Giovani in Vietnam,B1_Centrale,NN,V
N,3336,PANSA GIANPAOLO,I tre Inverni della Paura,B1_Centrale,NN,V
N,3338,BORGES LUIS JORGE,L'Aleph,B1_Centrale,NN,V
N,3339,GAMBAROTTA BRUNO,Polli per Sempre,B1_Centrale,NN,V
N,3340,LIDLUM ROBERT,Il Ritorno dello Sciacallo,B1_Centrale,NN,V
N,3341,NICHOLLIS SALLY,Volevo vivere per Sempre,B1_Centrale,NN,V
N,3342,CHALANDON SORJ,Il mio Traditore,B1_Centrale,NN,V
N,3343,JURADO J.G.,La spia di Dio,B1_Centrale,NN,V
N,3344,KURZEM MARK,Il Bambino senza Nome,B1_Centrale,NN,V
N,3345,TUROW SCOTT,Presunto Innocente,B1_Centrale,omaggio,V
N,3346,FOLLETT KEN,Un Luogo Chiamato Libertà,B1_Centrale,omaggio,V
N,3347,CUSSLER CLIVE,Cyclops,B1_Centrale,omaggio,V
N,3348,GRISHAM JOHN,La Convocazione,B1_Centrale,omaggio,V
N,3349,CORNWELL PATRICIA,La Traccia,B1_Centrale,omaggio,V
N,3350,FALLACI ORIANA,Un Uomo,B1_Centrale,omaggio,V
N,3351,SATTA SALVATORE,Il Giorno del Giudizio,B1_Centrale,omaggio,V
N,3352,MASSUCCO RENATO,Miserere a Squarciagola,B1_Centrale,omaggio,V
N,3355,FAUQUIER DANIEL,Itinerario di un Partigiano Francese,B1_Centrale,omaggio,V
N,3356,GROSSMANN DAVID,Qualcuno con cui correre,B1_Centrale,102282,V
N,3357,METHA SUKETU,Maximum City,B1_Centrale,102289,V
N,3358,CARVER RAYMOND,Il Mestiere di Scrivere,B1_Centrale,102293,V
N,3359,LUCARELLI CARLO,Un Giorno dopo l'altro,B1_Centrale,102295,V
N,3360,CALVINO ITALO,Il Visconte Dimezzato,B1_Centrale,102298,V
N,3361,CAPANNA MARIO,Per Ragionare,B1_Centrale,102299,V
N,3362,VASSALLI SEBASTIANO,L'Italiano,B1_Centrale,102303,V
N,3363,LE GUIN URSULA,I Doni,B1_Centrale,102305,V
N,3364,GROSSMANN DAVID,Ci sono bambini a zig zag,B1_Centrale,102314,V
N,3365,CALABRESI MARIO,La Fortuna non esiste,B1_Centrale,102317,V
N,3366,QUENEAU RAYMOND,Esercizi di Stile,B1_Centrale,102318,V
N,3367,BALDACCI DAVID,Nient'altro che la Verità,B1_Centrale,102328,V
N,3368,DE CRESCENZO LUCIANO,Ulisse era un Fico,B1_Centrale,omaggio,V
N,3369,ECO UMBERTO,Il Cimitero di Praga,B1_Centrale,102374,V
N,3370,EVANS N.,Solo se avrai Coraggio,B1_Centrale,102375,V
N,3371,FALETTI GIORGIO,Appunti di un Venditore di Donne,B1_Centrale,102376,V
N,3372,GRAMELLINI MASSIMO,l'Ultima Riga delle Favole,B1_Centrale,102377,V
N,3374,HARRIS J.,Il Ragazzo con gli Occhi Blu,B1_Centrale,102379,V
N,3376,MURGIA MICHELA,Accabadora,B1_Centrale,102381,V
N,3377,TAMA' PATRIZIA,La Quarta Cantica,B1_Centrale,102382,V
N,3378,PIMENTEL MANUEL,La Rotta delle Carovane,B1_Centrale,omaggio,V
N,3379,CHANG JUNG,Cigni Selvatici,B1_Centrale,omaggio,V
N,3380,SCHWARTZ JOHN ,Una Ragazza Comune,B1_Centrale,omaggio,V
N,3381,HIRST BAMBOO,Blu Cina,B1_Centrale,omaggio,V
N,3382,WEISBERGER LAUREN,Il Diavolo Veste Prada,B1_Centrale,omaggio,V
N,3383,HICKMAN KATIE,Il Giardino delle Favorite,B1_Centrale,omaggio,V
N,3384,FALETTI GIORGIO,Niente di vero tranne gli Occhi,B1_Centrale,omaggio,V
N,3385,UNDERWOOD JHON,Il Libro segreto si Shakespeare,B1_Centrale,omaggio,V
N,3386,D'AVENIA ALESSANDRO,Cose che Nessuno sa,B1_Centrale,10840,V
N,3387,FALETTI GIORGIO,Tre Atti e Due Tempi,B1_Centrale,10836,V
N,3388,PARIANI LAURA,La Valle delle Donne Lupo,B1_Centrale,10855,V
N,3389,GARLASCHELLI BARBARA,Non ti Voglio Vicino,B1_Centrale,10844,V
N,3390,CALABRESI MARIO,Cosa tiene accese le Stelle,B1_Centrale,10851,V
N,3391,FERRERO ERNESTO,Disegnare il Vento,B1_Centrale,10852,V
N,3392,PIERACCINI MASSIMILIANO,L'Anomalia,B1_Centrale,10866,V
N,3393,SCIANNA GIORGIO,Diciotto secondi prima dell' Alba,B1_Centrale,10856,V
Nr,70,LEVI CARLO,Cristo Si E' Fermato A Eboli,B1_Centrale,1564,V
Nr,95,CALVINO ITALO,Il Visconte Dimezzato,B1_Centrale,3512,V
Nr,102,FRANK ANNA,Diario,B1_Centrale,6771,V
Nr,103,AA.VV.,La Fiaba Dell'Incontro Gorbaciov - Wojtyla,B1_Centrale,8496,V
Nr,111,PERGAUD L.,Guerra (La) Dei Bottoni,B1_Centrale,10207,V
Nr,125,MANZONI A.,Promessi (I) Sposi,B1_Centrale,10203,V
Nr,128,CONAN DOYLE,Tutti I Racconti Fantastici E Dell'Orrore,B1_Centrale,100338,V
Nr,129,CONAN DOYLE,Tutti I Romanzi Fantastici,B1_Centrale,100338,V
Nr,130,CONAN DOYLE,Tutti I Romanzi Fantastici,B1_Centrale,100338,V
Nr,131,LONDON JACK,Il Richiamo Della Foresta Zanna Bianca,B1_Centrale,100339,V
Nr,132,LONDON JACK,I Raccnti Del Pacifico E Dei Mari Del Sud,B1_Centrale,100339,V
Nr,133,LONDON JACK,Avventure Di Mare E Di Costa,B1_Centrale,100339,V
Nr,134,LONDON JACK,I Racconti Del Grande Nord,B1_Centrale,100339,V
Nr,135,GARFIELD LEON,Le Storie Di William Shakespeare,B1_Centrale,100362,V
Nr,138,PENNAC DANIEL,L'Occhio Del Lupo,B1_Centrale,100372,V
Nr,139,CONRAD JOSEPH,Romanzi Della Malesia,B1_Centrale,100446,V
Nr,140,CONRAD JOSEPH,Romanzi E Racconti D'Avventura Di Etrra E Di Mare,B1_Centrale,100447,V
Nr,141,POE EDGAR ALLAN,Tutti I Racconti Del Mistero Dell'Incubo E Del Terrore,B1_Centrale,100445,V
Nr,142,MC CULLOUGH COLLEEN,I Giorni Del Potere,B1_Centrale,100437,V
Nr,144,TWAIN MARK,Le Avventure Di Huckleberry Finn,B1_Centrale,100435,V
Nr,145,SHAKESPEARE WILLIAM,Macbeth,B1_Centrale,100682,V
Nr,146,ROMANO LALLA,La Giovenezza Inventata,B1_Centrale,100683,V
Nr,147,SILLITOE ALAN,La Solitudine Del Maratoneta,B1_Centrale,101215,V
Nr,148,BOLL HEINRICH,Opinioni Di Un Clown,B1_Centrale,100680,V
Nr,149,KAFKA FRANZ,Il Processo,B1_Centrale,100685,V
Nr,150,CONRAD JOSEPH,Il Compagno Segreto E Altri Racconti,B1_Centrale,100681,V
Nr,151,MILANI MINO,Romanzo Militare,B1_Centrale,100688,V
Nr,152,PRODI GIORGIO,Lazzaro,B1_Centrale,100689,V
Nr,153,NIGRO RAFFAELE,I Fuochi Del Basento,B1_Centrale,100690,V
Nr,154,PEDERIALI GIUSEPPE,I Ragazzi Di Villa Emma,B1_Centrale,100691,V
Nr,155,MARSDEN JHON,Il Lungo Silenzio,B1_Centrale,100660,V
Nr,156,BRECHT BERTOLD,Gli Affari Del Signor Giulio Cesare,B1_Centrale,100636,V
Nr,157,TUFT GURI,Il Mestiere Di Figlio,B1_Centrale,100662,V
Nr,158,FOURNIER ALAIN,Il Grande Meaulnes,B1_Centrale,100687,V
Nr,160,VIOLA VINCENZO,Racconti Dell'Ottocento,B1_Centrale,100957,V
Nr,161,VIOLA VINCENZO,Poesia Italiana Del Novecento,B1_Centrale,100958,V
Nr,165,ADAMS RICHARD,La Collina Dei Conigli,B1_Centrale,100911,V
Nr,166,LONDON JACK,Martin Eden,B1_Centrale,100903,V
Nr,167,CONAN DOYLE,Il Segno Dei Quattro,B1_Centrale,100929,V
Nr,168,VIOLA VINCENZO,Racconti Europei Del Novecento,B1_Centrale,100956,V
Nr,169,LUSSU EMILIO,Un Anno Sull'Altopiano,B1_Centrale,100928,V
Nr,170,SILONE IGNAZIO,Fontamara,B1_Centrale,100946,V
Nr,171,SILONE IGNAZIO,Il Segreto Di Luca,B1_Centrale,100932,V
Nr,174,SCIASCIA LEONARDO,Il Giorno Della Civetta,B1_Centrale,100874,V
Nr,176,PRATT HUGO,Corto Maltese,B1_Centrale,101025,V
Nr,178,STEVENSON ROBERT,L'Isola Del Tesoro,B1_Centrale,101027,V
Nr,179,WRIGHT RICHARD,Ragazzo Negro,B1_Centrale,101026,V
Nr,180,POE EDGAR ALLAN,Le Avventure Di Gordon Pym,B1_Centrale,101022,V
Nr,181,ARMELLINI GUIDO,Il Piacere Di Aver Paura,B1_Centrale,101044,V
Nr,182,CONAN DOYLE,Le Avventure Di Sherlock Holmes,B1_Centrale,101034,V
Nr,185,MELVILLE HERMAN,Bartleby Lo Scrivano Benito Cereno,B1_Centrale,101031,V
Nr,187,DE LUCA - PARISI,Racconti Dell'Ottocento E Del Novecento,B1_Centrale,101028,V
Nr,190,MELVILLE HERMAN,Bartleby Lo Scrivano Benito Cereno,B1_Centrale,101038,V
Nr,192,LEE HARPER,Il Buio Oltre La Siepe,B1_Centrale,101068,V
Nr,193,AA.VV.,Spettri Da Ridere,B1_Centrale,101065,V
Nr,194,LONDON JACK,Il Richiamo Della Foresta Zanna Bianca,B1_Centrale,101192,V
Nr,195,LUCAS GEORGE,Guerre Stellari,B1_Centrale,101312,V
Nr,197,SALINGER J.D.,Il Giovane Holden,B1_Centrale,101333,V
Nr,198,MOLIERE,L'Avaro,B1_Centrale,101373,V
Nr,201,LUCARELLI CARLO,Mistero In Blu,B1_Centrale,101354,V
Nr,202,CAMPANILE ACHILLE,Vite Degli Uomini Illustri,B1_Centrale,101353,V
Nr,203,GOGOL NIKOLAJ,Il Cappotto,B1_Centrale,101346,V
Nr,204,CONAN DOYLE,Uno Studio In Rosso,B1_Centrale,101343,V
Nr,205,BULGAKOV MICHAIL,Cuore Di Cane,B1_Centrale,101342,V
Nr,206,GOGOL NIKOLAJ,Il Naso Il Ritratto,B1_Centrale,101340,V
